Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
133739.60519047047,4.319789311715564,-3.925514927510626,0.21414083206204143,-2.533950827035462,2.461602714587797,-2.053150103825525,0.01237288801622912,-1.3918566307967832,2.267536692726984,0.5442027409195639,2.3900573487023538,-0.9886122673606419,0.03917298218598387,-0.33043071939354973,-1.7322765369625899,0.7421413114533257,-0.653311455772066,-0.31809070842788983,-0.09599484085035451,0.3348574450459995,-0.06070225206107977,1.4285542438454444,-0.4653267978502921,-0.2574674411493558,-0.1699147841753754,0.2278081638409137,0.5848747826674874,0.037927325857704905,0.3248244153218907
75838.19438915464,78.42119735807205,-1.4893411336760336,-1.504282355941591,-0.21220704566798515,0.9036886183076591,0.2248877274284806,-0.3193665875293928,0.7717698393123854,2.80617691974723,-0.21736720699664722,0.5236679043356095,0.7353228066894887,0.34123015812032503,-0.575320219600083,-1.0346948374104,-1.3360657098703392,-0.7282806612415571,-0.8191715046008927,-1.299915502849818,-0.5377636704730485,-0.5789603766599263,-0.31849180858987486,0.10730247361054712,0.13981083478706866,0.2833202934506196,0.8041465996446762,0.40237002073997113,-0.20283893609813278,0.7076380976280607
148365.7205606869,3.306714575719148,1.9271503401129921,1.2878928306692254,0.5088122584770447,3.4952965079142926,-0.63861623084009,-1.14592949116915,0.3577174463946753,0.3869493738563117,0.6784453788028793,0.5900398478785408,1.0247030854207408,1.0915946457284178,1.630080438486656,-0.7729045058114374,0.7950432346713328,0.6884747965936162,0.38048332914582805,-0.9930676800394167,-0.1566695616857283,-1.3371173980864441,-0.08867500225417958,-0.7002647848697487,-0.6830692703275074,-0.9450005733357495,0.6249246764922939,-0.7556122968881572,0.3174155533270408,0.5410502545259478
120505.19542145808,13.071715792771371,-1.2327328956682384,-2.3897904326511283,1.027862678531943,-1.110902963699483,3.949923736652639,-0.6174126521652693,0.7563745135025839,0.27171059808714115,-2.1786744751628686,-0.19902602725821567,0.31609575828513087,1.1031221044146975,0.24015957073737865,0.7079094402261016,-0.37202093182211915,-1.2382277093967111,-0.4201482427484007,0.8027959285895826,0.28720365808386467,-0.1297284811827035,-0.3192184193378143,-0.40093405896928536,-1.6806718544010704,-0.13856854435363236,-0.36048071856803837,-0.08132539314077328,-0.25650306140241635,-0.15903541639029262
16273.845714985839,8.33882684189422,-1.624595319088532,2.048701483782921,-0.30101046162713013,-2.5040998600214524,0.21503859610348672,-0.23646204499419057,-0.5138202283947021,0.350858839846267,2.3140478776038647,1.2619901177254005,-0.119881438628877,-1.764841104443866,0.4375870900451725,0.35891109027056983,0.47358465146403483,-0.2907041656466775,0.4398263552460303,1.160915085294024,-0.057033070690223245,-0.5873722716330051,1.3737461671123294,0.49925293950521693,-1.1670223741628616,-0.021810020976586054,0.1778307780977907,-0.5990741687270722,-0.29119524408613906,-0.593428981406273
168587.54236283142,25.699742928598408,2.566670247568225,-0.6752630059068013,-3.3326605586307156,0.010250208549750478,-0.8230210287011432,1.0694482015800466,-0.07201049438067442,7.402348633319514e-05,0.3018181581553239,-0.04280606412115465,2.1682181157838105,0.8546419022140771,-1.1019660495958454,-0.5946542453766869,0.9353375447174906,0.3589995837822633,-0.7921395185658314,-0.34970591895753295,0.658053603542046,0.6234680290198473,-1.0626116173191178,0.3419792888847904,-0.1379425718494371,-0.294981886708899,0.17223871612725378,0.703042190288278,-0.41711209943043454,-0.13673691523997766
131524.940503933,7.684957849629722,2.6268986258655844,-2.314439617715098,-2.343325243765591,-0.3910287082551685,-1.9020563957532528,0.6796640219424622,-2.7012392170270454,0.1780991308493762,2.4029014835383293,0.29126990703461736,-0.014122302307743579,0.49664227917107406,0.7363767272786963,0.1384762520576262,0.941621230534186,0.7969833835629218,-0.3956991432460661,-0.7798961963768223,0.11320926213660537,0.3979218494500715,0.06882601556064859,-0.3725746570286508,-0.6676064950791353,0.8500476882738413,0.1311811766567463,-0.46922162485417324,-0.42957659568584644,-0.21104628687922147
135831.91195185762,13.37864206171253,1.0133013254358378,2.631645758512152,3.1190698281202067,0.9282028567330461,1.8014605515760866,2.4280162700948997,0.46651968362569846,0.8950972525325674,-0.9562795656486955,-1.7060859495360037,0.20815905003345855,0.035856307054601876,1.6300348504742583,-1.0135702967104057,0.1181748269397066,0.38597206104444043,0.36706805116131047,-1.4956548929460887,-0.37698492286591795,1.4990374079475026,0.23004268702145741,0.22612284186102696,-0.07337589457836993,0.7466113215096195,-0.15912802723855368,0.0974068361242251,0.4298677470041492,-0.542795287638158
22138.03572633433,14.094784880466712,-0.8920299747157878,-0.11111537713510265,-1.6606546953336156,1.5263982493126251,-0.4830451529428134,0.8968696382158076,0.12256340427396528,-0.5543232478028808,-1.2294099208754707,-0.5769826385664493,-0.34325730935507903,1.7108383725522422,0.865559622723385,1.9635538751882315,0.163305381406538,-0.0636269094594066,-0.10604457544176288,0.7881974639111958,0.6861048554039256,0.0847916797952103,-0.829096726669366,-0.053997253692701266,-0.31978773669053817,0.25182909172157225,0.9159443670332352,-0.33635742940812957,-0.14455570104666704,0.19234150947391362
77826.690068354,6.675328148574223,-0.46936328762799406,3.147599351229343,2.1691151765235968,-0.12395768572888587,-1.0920658525640785,0.5643122496679397,-1.3646543002518963,-1.6393728429923657,0.4024166219307461,0.4004149315175492,0.1541034945273152,1.751014051540576,-1.305452512143581,0.5502343898294454,0.8160996923017697,-0.4983467273309021,-1.6303529015956026,0.8377040150534767,0.8576735125176319,0.4543126046308879,1.9427423810255435,-0.7240125889182812,-0.4407742885899377,1.0728638571825833,-0.3252657142360581,-0.9536653353420341,-0.38419958150036787,0.0014590064479692464
